quarter,event_type,admin2,year,Incidents,Fatalities
2022Q2,Violence against civilians,Tachileik,2022,2,0
2022Q2,Violence against civilians,Tamu,2022,6,9
2022Q2,Violence against civilians,Taunggyi,2022,10,4
2022Q2,Violence against civilians,Taungoo,2022,4,3
2022Q2,Violence against civilians,Thandwe,2022,0,0
2022Q2,Violence against civilians,Thaton,2022,13,22
2022Q2,Violence against civilians,Thayarwady,2022,1,1
2022Q2,Violence against civilians,Thayet,2022,2,1
2022Q2,Violence against civilians,Yamethin,2022,0,0
2022Q2,Violence against civilians,Yangon (East),2022,21,14
2022Q2,Violence against civilians,Yangon (North),2022,12,4
2022Q2,Violence against civilians,Yangon (South),2022,19,12
2022Q2,Violence against civilians,Yangon (West),2022,11,8
2022Q2,Violence against civilians,Yinmarbin,2022,30,80
2022Q3,Battles,Bago,2022,3,3
2022Q3,Battles,Bawlake,2022,6,10
2022Q3,Battles,Bhamo,2022,7,65
2022Q3,Battles,Danu Self-Administered Zone,2022,2,1
2022Q3,Battles,Dawei,2022,47,149
2022Q3,Battles,Det Khi Na,2022,0,0
2022Q3,Battles,Falam,2022,7,43
2022Q3,Battles,Gangaw,2022,32,56
2022Q3,Battles,Hakha,2022,21,56
2022Q3,Battles,Hinthada,2022,2,12
2022Q3,Battles,Hkamti,2022,3,10
2022Q3,Battles,Hopang,2022,0,0
2022Q3,Battles,Hpa-An,2022,2,29
2022Q3,Battles,Hpapun,2022,4,13
2022Q3,Battles,Kale,2022,38,146
2022Q3,Battles,Kanbalu,2022,3,39
2022Q3,Battles,Katha,2022,49,174
2022Q3,Battles,Kawkareik,2022,19,41
2022Q3,Battles,Kawlin,2022,19,119
2022Q3,Battles,Kawthoung,2022,2,1
2022Q3,Battles,Kengtung,2022,0,0
2022Q3,Battles,Kokang Self-Administered Zone,2022,0,0
2022Q3,Battles,Kyaukme,2022,16,6
2022Q3,Battles,Kyaukpyu,2022,1,1
2022Q3,Battles,Kyaukse,2022,2,2
2022Q3,Battles,Labutta,2022,0,0
2022Q3,Battles,Langkho,2022,0,0
2022Q3,Battles,Lashio,2022,2,0
2022Q3,Battles,Loikaw,2022,68,129
2022Q3,Battles,Loilen,2022,5,2
2022Q3,Battles,Magway,2022,1,10
2022Q3,Battles,Mandalay,2022,10,3
2022Q3,Battles,Matman,2022,0,0
2022Q3,Battles,Matupi,2022,33,79
2022Q3,Battles,Maubin,2022,0,0
2022Q3,Battles,Maungdaw,2022,31,72
2022Q3,Battles,Mawlaik,2022,10,26
2022Q3,Battles,Mawlamyine,2022,25,66
2022Q3,Battles,Meiktila,2022,1,1
2022Q3,Battles,Minbu,2022,3,10
2022Q3,Battles,Mindat,2022,5,9
2022Q3,Battles,Mohnyin,2022,18,18
2022Q3,Battles,Monghsat,2022,0,0
2022Q3,Battles,Mongmit,2022,9,16
2022Q3,Battles,Monywa,2022,33,133
2022Q3,Battles,Mrauk-U,2022,6,20
2022Q3,Battles,Muse,2022,28,7
2022Q3,Battles,Myaungmya,2022,0,0
2022Q3,Battles,Myawaddy,2022,30,170
2022Q3,Battles,Myeik,2022,22,51
2022Q3,Battles,Myingyan,2022,9,12
2022Q3,Battles,Myitkyina,2022,18,22
2022Q3,Battles,Naga Self-Administered Zone,2022,0,0
2022Q3,Battles,Nyaung-U,2022,0,0
2022Q3,Battles,Oke Ta Ra,2022,0,0
2022Q3,Battles,Pa-O Self-Administered Zone,2022,1,20
2022Q3,Battles,Pa Laung Self-Administered Zone,2022,7,0
2022Q3,Battles,Pakokku,2022,51,257
2022Q3,Battles,Pathein,2022,0,0
2022Q3,Battles,Puta-O,2022,0,0
2022Q3,Battles,Pyapon,2022,0,0
2022Q3,Battles,Pyay,2022,2,5
2022Q3,Battles,Pyinoolwin,2022,5,39
2022Q3,Battles,Sagaing,2022,29,117
2022Q3,Battles,Shwebo,2022,53,299
2022Q3,Battles,Sittwe,2022,6,39
2022Q3,Battles,Tachileik,2022,0,0
2022Q3,Battles,Tamu,2022,11,36
2022Q3,Battles,Taunggyi,2022,25,170
2022Q3,Battles,Taungoo,2022,27,58
2022Q3,Battles,Thandwe,2022,2,10
2022Q3,Battles,Thaton,2022,28,69
2022Q3,Battles,Thayarwady,2022,4,3
2022Q3,Battles,Thayet,2022,1,10
2022Q3,Battles,Yamethin,2022,0,0
2022Q3,Battles,Yangon (East),2022,6,5
2022Q3,Battles,Yangon (North),2022,1,0
2022Q3,Battles,Yangon (South),2022,1,3
2022Q3,Battles,Yangon (West),2022,4,1
2022Q3,Battles,Yinmarbin,2022,40,128
2022Q3,Explosions/Remote violence,Bago,2022,4,5
2022Q3,Explosions/Remote violence,Bawlake,2022,0,0
2022Q3,Explosions/Remote violence,Bhamo,2022,4,7
2022Q3,Explosions/Remote violence,Danu Self-Administered Zone,2022,2,12
2022Q3,Explosions/Remote violence,Dawei,2022,18,18
2022Q3,Explosions/Remote violence,Det Khi Na,2022,1,0
2022Q3,Explosions/Remote violence,Falam,2022,0,0
2022Q3,Explosions/Remote violence,Gangaw,2022,13,11
2022Q3,Explosions/Remote violence,Hakha,2022,1,0
2022Q3,Explosions/Remote violence,Hinthada,2022,2,1
2022Q3,Explosions/Remote violence,Hkamti,2022,1,1
2022Q3,Explosions/Remote violence,Hopang,2022,0,0
2022Q3,Explosions/Remote violence,Hpa-An,2022,3,1
2022Q3,Explosions/Remote violence,Hpapun,2022,8,7
2022Q3,Explosions/Remote violence,Kale,2022,32,71
2022Q3,Explosions/Remote violence,Kanbalu,2022,18,25
2022Q3,Explosions/Remote violence,Katha,2022,26,36
2022Q3,Explosions/Remote violence,Kawkareik,2022,18,0
2022Q3,Explosions/Remote violence,Kawlin,2022,8,7
2022Q3,Explosions/Remote violence,Kawthoung,2022,2,2
2022Q3,Explosions/Remote violence,Kengtung,2022,0,0
2022Q3,Explosions/Remote violence,Kokang Self-Administered Zone,2022,0,0
2022Q3,Explosions/Remote violence,Kyaukme,2022,7,1
2022Q3,Explosions/Remote violence,Kyaukpyu,2022,2,1
2022Q3,Explosions/Remote violence,Kyaukse,2022,2,0
2022Q3,Explosions/Remote violence,Labutta,2022,0,0
2022Q3,Explosions/Remote violence,Langkho,2022,0,0
2022Q3,Explosions/Remote violence,Lashio,2022,3,0
2022Q3,Explosions/Remote violence,Loikaw,2022,22,16
2022Q3,Explosions/Remote violence,Loilen,2022,6,1
2022Q3,Explosions/Remote violence,Magway,2022,2,0
2022Q3,Explosions/Remote violence,Mandalay,2022,26,3
2022Q3,Explosions/Remote violence,Matman,2022,0,0
2022Q3,Explosions/Remote violence,Matupi,2022,6,1
2022Q3,Explosions/Remote violence,Maubin,2022,0,0
2022Q3,Explosions/Remote violence,Maungdaw,2022,24,15
2022Q3,Explosions/Remote violence,Mawlaik,2022,7,5
2022Q3,Explosions/Remote violence,Mawlamyine,2022,15,11
2022Q3,Explosions/Remote violence,Meiktila,2022,3,6
2022Q3,Explosions/Remote violence,Minbu,2022,2,0
2022Q3,Explosions/Remote violence,Mindat,2022,8,6
2022Q3,Explosions/Remote violence,Mohnyin,2022,14,14
2022Q3,Explosions/Remote violence,Monghsat,2022,0,0
2022Q3,Explosions/Remote violence,Mongmit,2022,8,3
2022Q3,Explosions/Remote violence,Monywa,2022,51,228
2022Q3,Explosions/Remote violence,Mrauk-U,2022,23,23
2022Q3,Explosions/Remote violence,Muse,2022,19,7
2022Q3,Explosions/Remote violence,Myaungmya,2022,2,0
2022Q3,Explosions/Remote violence,Myawaddy,2022,20,4
2022Q3,Explosions/Remote violence,Myeik,2022,12,13
2022Q3,Explosions/Remote violence,Myingyan,2022,9,19
2022Q3,Explosions/Remote violence,Myitkyina,2022,9,10
2022Q3,Explosions/Remote violence,Naga Self-Administered Zone,2022,0,0
2022Q3,Explosions/Remote violence,Nyaung-U,2022,0,0
2022Q3,Explosions/Remote violence,Oke Ta Ra,2022,0,0
2022Q3,Explosions/Remote violence,Pa-O Self-Administered Zone,2022,0,0
2022Q3,Explosions/Remote violence,Pa Laung Self-Administered Zone,2022,1,0
2022Q3,Explosions/Remote violence,Pakokku,2022,31,67
2022Q3,Explosions/Remote violence,Pathein,2022,2,0
2022Q3,Explosions/Remote violence,Puta-O,2022,0,0
2022Q3,Explosions/Remote violence,Pyapon,2022,5,0
2022Q3,Explosions/Remote violence,Pyay,2022,3,0
2022Q3,Explosions/Remote violence,Pyinoolwin,2022,14,56
2022Q3,Explosions/Remote violence,Sagaing,2022,64,101
2022Q3,Explosions/Remote violence,Shwebo,2022,89,87
2022Q3,Explosions/Remote violence,Sittwe,2022,3,0
2022Q3,Explosions/Remote violence,Tachileik,2022,0,0
2022Q3,Explosions/Remote violence,Tamu,2022,5,30
2022Q3,Explosions/Remote violence,Taunggyi,2022,7,5
2022Q3,Explosions/Remote violence,Taungoo,2022,17,16
2022Q3,Explosions/Remote violence,Thandwe,2022,0,0
2022Q3,Explosions/Remote violence,Thaton,2022,23,31
2022Q3,Explosions/Remote violence,Thayarwady,2022,2,6
2022Q3,Explosions/Remote violence,Thayet,2022,2,0
2022Q3,Explosions/Remote violence,Yamethin,2022,0,0
2022Q3,Explosions/Remote violence,Yangon (East),2022,25,12
2022Q3,Explosions/Remote violence,Yangon (North),2022,18,4
2022Q3,Explosions/Remote violence,Yangon (South),2022,11,8
2022Q3,Explosions/Remote violence,Yangon (West),2022,18,7
2022Q3,Explosions/Remote violence,Yinmarbin,2022,28,46
2022Q3,Protests,Bago,2022,0,0
2022Q3,Protests,Bawlake,2022,0,0
2022Q3,Protests,Bhamo,2022,1,0
2022Q3,Protests,Danu Self-Administered Zone,2022,0,0
2022Q3,Protests,Dawei,2022,34,0
2022Q3,Protests,Det Khi Na,2022,0,0
2022Q3,Protests,Falam,2022,0,0
2022Q3,Protests,Gangaw,2022,5,0
2022Q3,Protests,Hakha,2022,0,0
2022Q3,Protests,Hinthada,2022,0,0
2022Q3,Protests,Hkamti,2022,0,0
2022Q3,Protests,Hopang,2022,0,0
2022Q3,Protests,Hpa-An,2022,0,0
2022Q3,Protests,Hpapun,2022,0,0
2022Q3,Protests,Kale,2022,51,0
2022Q3,Protests,Kanbalu,2022,0,0
2022Q3,Protests,Katha,2022,0,0
2022Q3,Protests,Kawkareik,2022,1,0
2022Q3,Protests,Kawlin,2022,0,0
2022Q3,Protests,Kawthoung,2022,0,0
2022Q3,Protests,Kengtung,2022,0,0
2022Q3,Protests,Kokang Self-Administered Zone,2022,0,0
2022Q3,Protests,Kyaukme,2022,0,0
2022Q3,Protests,Kyaukpyu,2022,0,0
2022Q3,Protests,Kyaukse,2022,0,0
2022Q3,Protests,Labutta,2022,0,0
2022Q3,Protests,Langkho,2022,0,0
2022Q3,Protests,Lashio,2022,0,0
2022Q3,Protests,Loikaw,2022,0,0
2022Q3,Protests,Loilen,2022,0,0
2022Q3,Protests,Magway,2022,0,0
2022Q3,Protests,Mandalay,2022,55,0
2022Q3,Protests,Matman,2022,0,0
2022Q3,Protests,Matupi,2022,0,0
2022Q3,Protests,Maubin,2022,0,0
2022Q3,Protests,Maungdaw,2022,0,0
2022Q3,Protests,Mawlaik,2022,0,0
2022Q3,Protests,Mawlamyine,2022,0,0
2022Q3,Protests,Meiktila,2022,0,0
2022Q3,Protests,Minbu,2022,0,0
2022Q3,Protests,Mindat,2022,0,0
2022Q3,Protests,Mohnyin,2022,4,0
2022Q3,Protests,Monghsat,2022,0,0
2022Q3,Protests,Mongmit,2022,0,0
2022Q3,Protests,Monywa,2022,66,0
2022Q3,Protests,Mrauk-U,2022,0,0
2022Q3,Protests,Muse,2022,0,0
2022Q3,Protests,Myaungmya,2022,0,0
2022Q3,Protests,Myawaddy,2022,0,0
2022Q3,Protests,Myeik,2022,1,0
2022Q3,Protests,Myingyan,2022,0,0
2022Q3,Protests,Myitkyina,2022,3,0
2022Q3,Protests,Naga Self-Administered Zone,2022,0,0
2022Q3,Protests,Nyaung-U,2022,0,0
2022Q3,Protests,Oke Ta Ra,2022,0,0
2022Q3,Protests,Pa-O Self-Administered Zone,2022,0,0
2022Q3,Protests,Pa Laung Self-Administered Zone,2022,0,0
2022Q3,Protests,Pakokku,2022,2,0
2022Q3,Protests,Pathein,2022,0,0
2022Q3,Protests,Puta-O,2022,0,0
2022Q3,Protests,Pyapon,2022,0,0
2022Q3,Protests,Pyay,2022,1,0
2022Q3,Protests,Pyinoolwin,2022,1,0
2022Q3,Protests,Sagaing,2022,3,0
2022Q3,Protests,Shwebo,2022,2,0
2022Q3,Protests,Sittwe,2022,0,0
2022Q3,Protests,Tachileik,2022,0,0
2022Q3,Protests,Tamu,2022,0,0
2022Q3,Protests,Taunggyi,2022,0,0
2022Q3,Protests,Taungoo,2022,0,0
2022Q3,Protests,Thandwe,2022,0,0
2022Q3,Protests,Thaton,2022,0,0
2022Q3,Protests,Thayarwady,2022,0,0
2022Q3,Protests,Thayet,2022,0,0
2022Q3,Protests,Yamethin,2022,0,0
2022Q3,Protests,Yangon (East),2022,4,0
2022Q3,Protests,Yangon (North),2022,2,0
2022Q3,Protests,Yangon (South),2022,0,0
2022Q3,Protests,Yangon (West),2022,26,0
2022Q3,Protests,Yinmarbin,2022,130,0
2022Q3,Riots,Bago,2022,0,0
2022Q3,Riots,Bawlake,2022,0,0
2022Q3,Riots,Bhamo,2022,0,0
2022Q3,Riots,Danu Self-Administered Zone,2022,0,0
2022Q3,Riots,Dawei,2022,0,0
2022Q3,Riots,Det Khi Na,2022,0,0
2022Q3,Riots,Falam,2022,0,0
2022Q3,Riots,Gangaw,2022,0,0
2022Q3,Riots,Hakha,2022,0,0
2022Q3,Riots,Hinthada,2022,0,0
2022Q3,Riots,Hkamti,2022,0,0
2022Q3,Riots,Hopang,2022,0,0
2022Q3,Riots,Hpa-An,2022,0,0
2022Q3,Riots,Hpapun,2022,0,0
2022Q3,Riots,Kale,2022,0,0
2022Q3,Riots,Kanbalu,2022,0,0
2022Q3,Riots,Katha,2022,0,0
2022Q3,Riots,Kawkareik,2022,0,0
2022Q3,Riots,Kawlin,2022,0,0
2022Q3,Riots,Kawthoung,2022,0,0
2022Q3,Riots,Kengtung,2022,0,0
2022Q3,Riots,Kokang Self-Administered Zone,2022,0,0
2022Q3,Riots,Kyaukme,2022,0,0
2022Q3,Riots,Kyaukpyu,2022,0,0
2022Q3,Riots,Kyaukse,2022,0,0
2022Q3,Riots,Labutta,2022,0,0
2022Q3,Riots,Langkho,2022,0,0
2022Q3,Riots,Lashio,2022,0,0
2022Q3,Riots,Loikaw,2022,0,0
2022Q3,Riots,Loilen,2022,0,0
2022Q3,Riots,Magway,2022,0,0
2022Q3,Riots,Mandalay,2022,0,0
2022Q3,Riots,Matman,2022,0,0
2022Q3,Riots,Matupi,2022,0,0
2022Q3,Riots,Maubin,2022,0,0
2022Q3,Riots,Maungdaw,2022,0,0
2022Q3,Riots,Mawlaik,2022,0,0
2022Q3,Riots,Mawlamyine,2022,0,0
2022Q3,Riots,Meiktila,2022,0,0
2022Q3,Riots,Minbu,2022,0,0
2022Q3,Riots,Mindat,2022,0,0
2022Q3,Riots,Mohnyin,2022,0,0
2022Q3,Riots,Monghsat,2022,0,0
2022Q3,Riots,Mongmit,2022,0,0
2022Q3,Riots,Monywa,2022,0,0
2022Q3,Riots,Mrauk-U,2022,0,0
2022Q3,Riots,Muse,2022,0,0
2022Q3,Riots,Myaungmya,2022,0,0
2022Q3,Riots,Myawaddy,2022,0,0
2022Q3,Riots,Myeik,2022,0,0
2022Q3,Riots,Myingyan,2022,0,0
2022Q3,Riots,Myitkyina,2022,0,0
2022Q3,Riots,Naga Self-Administered Zone,2022,0,0
2022Q3,Riots,Nyaung-U,2022,0,0
2022Q3,Riots,Oke Ta Ra,2022,0,0
2022Q3,Riots,Pa-O Self-Administered Zone,2022,0,0
2022Q3,Riots,Pa Laung Self-Administered Zone,2022,0,0
2022Q3,Riots,Pakokku,2022,0,0
2022Q3,Riots,Pathein,2022,0,0
2022Q3,Riots,Puta-O,2022,0,0
2022Q3,Riots,Pyapon,2022,0,0
2022Q3,Riots,Pyay,2022,0,0
2022Q3,Riots,Pyinoolwin,2022,0,0
2022Q3,Riots,Sagaing,2022,0,0
2022Q3,Riots,Shwebo,2022,0,0
2022Q3,Riots,Sittwe,2022,0,0
2022Q3,Riots,Tachileik,2022,0,0
2022Q3,Riots,Tamu,2022,1,0
2022Q3,Riots,Taunggyi,2022,0,0
2022Q3,Riots,Taungoo,2022,0,0
2022Q3,Riots,Thandwe,2022,0,0
2022Q3,Riots,Thaton,2022,0,0
2022Q3,Riots,Thayarwady,2022,0,0
2022Q3,Riots,Thayet,2022,0,0
2022Q3,Riots,Yamethin,2022,0,0
2022Q3,Riots,Yangon (East),2022,0,0
2022Q3,Riots,Yangon (North),2022,1,0
2022Q3,Riots,Yangon (South),2022,0,0
2022Q3,Riots,Yangon (West),2022,1,0
2022Q3,Riots,Yinmarbin,2022,0,0
2022Q3,Violence against civilians,Bago,2022,1,1
2022Q3,Violence against civilians,Bawlake,2022,0,0
2022Q3,Violence against civilians,Bhamo,2022,4,3
2022Q3,Violence against civilians,Danu Self-Administered Zone,2022,2,4
2022Q3,Violence against civilians,Dawei,2022,38,34
2022Q3,Violence against civilians,Det Khi Na,2022,1,1
2022Q3,Violence against civilians,Falam,2022,2,3
2022Q3,Violence against civilians,Gangaw,2022,14,20
2022Q3,Violence against civilians,Hakha,2022,2,2
2022Q3,Violence against civilians,Hinthada,2022,1,1
2022Q3,Violence against civilians,Hkamti,2022,2,2
2022Q3,Violence against civilians,Hopang,2022,0,0
2022Q3,Violence against civilians,Hpa-An,2022,1,1
2022Q3,Violence against civilians,Hpapun,2022,1,1
2022Q3,Violence against civilians,Kale,2022,14,12
2022Q3,Violence against civilians,Kanbalu,2022,11,21
2022Q3,Violence against civilians,Katha,2022,21,11
2022Q3,Violence against civilians,Kawkareik,2022,2,0
2022Q3,Violence against civilians,Kawlin,2022,6,7
2022Q3,Violence against civilians,Kawthoung,2022,1,0
2022Q3,Violence against civilians,Kengtung,2022,0,0
2022Q3,Violence against civilians,Kokang Self-Administered Zone,2022,0,0
2022Q3,Violence against civilians,Kyaukme,2022,7,1
2022Q3,Violence against civilians,Kyaukpyu,2022,1,0
2022Q3,Violence against civilians,Kyaukse,2022,3,3
2022Q3,Violence against civilians,Labutta,2022,0,0
2022Q3,Violence against civilians,Langkho,2022,0,0
2022Q3,Violence against civilians,Lashio,2022,0,0
2022Q3,Violence against civilians,Loikaw,2022,6,4
2022Q3,Violence against civilians,Loilen,2022,9,3
2022Q3,Violence against civilians,Magway,2022,0,0
2022Q3,Violence against civilians,Mandalay,2022,18,16
2022Q3,Violence against civilians,Matman,2022,0,0
2022Q3,Violence against civilians,Matupi,2022,5,13
2022Q3,Violence against civilians,Maubin,2022,0,0
2022Q3,Violence against civilians,Maungdaw,2022,5,2
2022Q3,Violence against civilians,Mawlaik,2022,2,13
2022Q3,Violence against civilians,Mawlamyine,2022,12,14
2022Q3,Violence against civilians,Meiktila,2022,3,3
2022Q3,Violence against civilians,Minbu,2022,2,0
2022Q3,Violence against civilians,Mindat,2022,1,0
2022Q3,Violence against civilians,Mohnyin,2022,15,10
2022Q3,Violence against civilians,Monghsat,2022,0,0
2022Q3,Violence against civilians,Mongmit,2022,1,1
2022Q3,Violence against civilians,Monywa,2022,16,20
2022Q3,Violence against civilians,Mrauk-U,2022,8,3
2022Q3,Violence against civilians,Muse,2022,10,5
2022Q3,Violence against civilians,Myaungmya,2022,0,0
2022Q3,Violence against civilians,Myawaddy,2022,0,0
2022Q3,Violence against civilians,Myeik,2022,10,9
2022Q3,Violence against civilians,Myingyan,2022,11,6
2022Q3,Violence against civilians,Myitkyina,2022,7,3
2022Q3,Violence against civilians,Naga Self-Administered Zone,2022,0,0
2022Q3,Violence against civilians,Nyaung-U,2022,1,1
2022Q3,Violence against civilians,Oke Ta Ra,2022,0,0
2022Q3,Violence against civilians,Pa-O Self-Administered Zone,2022,3,5
2022Q3,Violence against civilians,Pa Laung Self-Administered Zone,2022,1,0
2022Q3,Violence against civilians,Pakokku,2022,24,35
2022Q3,Violence against civilians,Pathein,2022,4,3
2022Q3,Violence against civilians,Puta-O,2022,1,0
2022Q3,Violence against civilians,Pyapon,2022,2,2
2022Q3,Violence against civilians,Pyay,2022,0,0
2022Q3,Violence against civilians,Pyinoolwin,2022,8,7
2022Q3,Violence against civilians,Sagaing,2022,9,13
2022Q3,Violence against civilians,Shwebo,2022,25,47
2022Q3,Violence against civilians,Sittwe,2022,9,1
2022Q3,Violence against civilians,Tachileik,2022,0,0
2022Q3,Violence against civilians,Tamu,2022,5,6
2022Q3,Violence against civilians,Taunggyi,2022,10,7
2022Q3,Violence against civilians,Taungoo,2022,9,10
2022Q3,Violence against civilians,Thandwe,2022,1,0
2022Q3,Violence against civilians,Thaton,2022,9,8
2022Q3,Violence against civilians,Thayarwady,2022,1,0
2022Q3,Violence against civilians,Thayet,2022,4,1
2022Q3,Violence against civilians,Yamethin,2022,0,0
2022Q3,Violence against civilians,Yangon (East),2022,23,19
2022Q3,Violence against civilians,Yangon (North),2022,21,15
2022Q3,Violence against civilians,Yangon (South),2022,10,13
2022Q3,Violence against civilians,Yangon (West),2022,11,10
2022Q3,Violence against civilians,Yinmarbin,2022,23,67
2022Q4,Battles,Bago,2022,6,13
2022Q4,Battles,Bawlake,2022,3,12
2022Q4,Battles,Bhamo,2022,11,81
2022Q4,Battles,Danu Self-Administered Zone,2022,1,0
2022Q4,Battles,Dawei,2022,39,88
2022Q4,Battles,Det Khi Na,2022,0,0
2022Q4,Battles,Falam,2022,12,24
2022Q4,Battles,Gangaw,2022,15,68
2022Q4,Battles,Hakha,2022,5,13
2022Q4,Battles,Hinthada,2022,1,0
2022Q4,Battles,Hkamti,2022,3,2
2022Q4,Battles,Hopang,2022,0,0
2022Q4,Battles,Hpa-An,2022,5,26
2022Q4,Battles,Hpapun,2022,11,22
2022Q4,Battles,Kale,2022,13,48
2022Q4,Battles,Kanbalu,2022,13,35
2022Q4,Battles,Katha,2022,35,116
2022Q4,Battles,Kawkareik,2022,22,42
2022Q4,Battles,Kawlin,2022,7,10
2022Q4,Battles,Kawthoung,2022,8,5
2022Q4,Battles,Kengtung,2022,0,0
2022Q4,Battles,Kokang Self-Administered Zone,2022,5,12
2022Q4,Battles,Kyaukme,2022,7,19
2022Q4,Battles,Kyaukpyu,2022,5,4
2022Q4,Battles,Kyaukse,2022,1,1
2022Q4,Battles,Labutta,2022,2,3
2022Q4,Battles,Langkho,2022,2,0
2022Q4,Battles,Lashio,2022,7,24
2022Q4,Battles,Loikaw,2022,20,64
2022Q4,Battles,Loilen,2022,0,0
2022Q4,Battles,Magway,2022,1,4
2022Q4,Battles,Mandalay,2022,9,7
2022Q4,Battles,Matman,2022,0,0
2022Q4,Battles,Matupi,2022,6,12
2022Q4,Battles,Maubin,2022,0,0
2022Q4,Battles,Maungdaw,2022,18,44
2022Q4,Battles,Mawlaik,2022,1,10
2022Q4,Battles,Mawlamyine,2022,31,84
2022Q4,Battles,Meiktila,2022,0,0
2022Q4,Battles,Minbu,2022,1,0
2022Q4,Battles,Mindat,2022,5,5
2022Q4,Battles,Mohnyin,2022,13,48
2022Q4,Battles,Monghsat,2022,0,0
2022Q4,Battles,Mongmit,2022,3,0
2022Q4,Battles,Monywa,2022,49,152
2022Q4,Battles,Mrauk-U,2022,10,20
2022Q4,Battles,Muse,2022,21,25
2022Q4,Battles,Myaungmya,2022,0,0
2022Q4,Battles,Myawaddy,2022,18,26
2022Q4,Battles,Myeik,2022,59,177
2022Q4,Battles,Myingyan,2022,14,54
2022Q4,Battles,Myitkyina,2022,5,7
2022Q4,Battles,Naga Self-Administered Zone,2022,0,0
2022Q4,Battles,Nyaung-U,2022,3,14
2022Q4,Battles,Oke Ta Ra,2022,0,0
2022Q4,Battles,Pa-O Self-Administered Zone,2022,1,0
2022Q4,Battles,Pa Laung Self-Administered Zone,2022,10,49
2022Q4,Battles,Pakokku,2022,55,193
2022Q4,Battles,Pathein,2022,0,0
2022Q4,Battles,Puta-O,2022,0,0
2022Q4,Battles,Pyapon,2022,1,0
2022Q4,Battles,Pyay,2022,3,5
2022Q4,Battles,Pyinoolwin,2022,15,89
2022Q4,Battles,Sagaing,2022,26,75
2022Q4,Battles,Shwebo,2022,52,175
2022Q4,Battles,Sittwe,2022,8,12
2022Q4,Battles,Tachileik,2022,0,0
2022Q4,Battles,Tamu,2022,8,11
2022Q4,Battles,Taunggyi,2022,4,2
2022Q4,Battles,Taungoo,2022,7,8
2022Q4,Battles,Thandwe,2022,1,3
2022Q4,Battles,Thaton,2022,11,32
2022Q4,Battles,Thayarwady,2022,5,9
2022Q4,Battles,Thayet,2022,1,4
2022Q4,Battles,Yamethin,2022,0,0
2022Q4,Battles,Yangon (East),2022,0,0
2022Q4,Battles,Yangon (North),2022,0,0
2022Q4,Battles,Yangon (South),2022,2,3
2022Q4,Battles,Yangon (West),2022,1,0
2022Q4,Battles,Yinmarbin,2022,31,116
2022Q4,Explosions/Remote violence,Bago,2022,9,3
2022Q4,Explosions/Remote violence,Bawlake,2022,0,0
2022Q4,Explosions/Remote violence,Bhamo,2022,20,10
2022Q4,Explosions/Remote violence,Danu Self-Administered Zone,2022,0,0
2022Q4,Explosions/Remote violence,Dawei,2022,18,17
2022Q4,Explosions/Remote violence,Det Khi Na,2022,0,0
2022Q4,Explosions/Remote violence,Falam,2022,5,6
2022Q4,Explosions/Remote violence,Gangaw,2022,10,13
2022Q4,Explosions/Remote violence,Hakha,2022,6,3
2022Q4,Explosions/Remote violence,Hinthada,2022,3,3
2022Q4,Explosions/Remote violence,Hkamti,2022,0,0
2022Q4,Explosions/Remote violence,Hopang,2022,0,0
2022Q4,Explosions/Remote violence,Hpa-An,2022,1,0
2022Q4,Explosions/Remote violence,Hpapun,2022,7,0
2022Q4,Explosions/Remote violence,Kale,2022,21,2
2022Q4,Explosions/Remote violence,Kanbalu,2022,25,9
2022Q4,Explosions/Remote violence,Katha,2022,31,17
2022Q4,Explosions/Remote violence,Kawkareik,2022,43,13
2022Q4,Explosions/Remote violence,Kawlin,2022,4,1
2022Q4,Explosions/Remote violence,Kawthoung,2022,1,0
2022Q4,Explosions/Remote violence,Kengtung,2022,1,0
2022Q4,Explosions/Remote violence,Kokang Self-Administered Zone,2022,0,0
2022Q4,Explosions/Remote violence,Kyaukme,2022,6,0
2022Q4,Explosions/Remote violence,Kyaukpyu,2022,0,0
2022Q4,Explosions/Remote violence,Kyaukse,2022,0,0
2022Q4,Explosions/Remote violence,Labutta,2022,2,0
2022Q4,Explosions/Remote violence,Langkho,2022,0,0
2022Q4,Explosions/Remote violence,Lashio,2022,3,2
2022Q4,Explosions/Remote violence,Loikaw,2022,33,9
2022Q4,Explosions/Remote violence,Loilen,2022,3,0
2022Q4,Explosions/Remote violence,Magway,2022,6,25
2022Q4,Explosions/Remote violence,Mandalay,2022,22,19
2022Q4,Explosions/Remote violence,Matman,2022,1,0
2022Q4,Explosions/Remote violence,Matupi,2022,3,1
2022Q4,Explosions/Remote violence,Maubin,2022,0,0
2022Q4,Explosions/Remote violence,Maungdaw,2022,22,21
2022Q4,Explosions/Remote violence,Mawlaik,2022,2,7
2022Q4,Explosions/Remote violence,Mawlamyine,2022,18,30
2022Q4,Explosions/Remote violence,Meiktila,2022,4,7
2022Q4,Explosions/Remote violence,Minbu,2022,3,2
2022Q4,Explosions/Remote violence,Mindat,2022,1,0
2022Q4,Explosions/Remote violence,Mohnyin,2022,23,69
2022Q4,Explosions/Remote violence,Monghsat,2022,0,0
2022Q4,Explosions/Remote violence,Mongmit,2022,3,0
2022Q4,Explosions/Remote violence,Monywa,2022,47,98
2022Q4,Explosions/Remote violence,Mrauk-U,2022,51,17
