quarter,event_type,admin2,year,Incidents,Fatalities
2021Q2,Explosions/Remote violence,Pakokku,2021,11,9
2021Q2,Explosions/Remote violence,Pathein,2021,20,0
2021Q2,Explosions/Remote violence,Puta-O,2021,2,0
2021Q2,Explosions/Remote violence,Pyapon,2021,8,0
2021Q2,Explosions/Remote violence,Pyay,2021,10,5
2021Q2,Explosions/Remote violence,Pyinoolwin,2021,12,0
2021Q2,Explosions/Remote violence,Sagaing,2021,7,1
2021Q2,Explosions/Remote violence,Shwebo,2021,15,2
2021Q2,Explosions/Remote violence,Sittwe,2021,1,4
2021Q2,Explosions/Remote violence,Tachileik,2021,7,0
2021Q2,Explosions/Remote violence,Tamu,2021,0,0
2021Q2,Explosions/Remote violence,Taunggyi,2021,14,3
2021Q2,Explosions/Remote violence,Taungoo,2021,9,1
2021Q2,Explosions/Remote violence,Thandwe,2021,0,0
2021Q2,Explosions/Remote violence,Thaton,2021,13,4
2021Q2,Explosions/Remote violence,Thayarwady,2021,5,3
2021Q2,Explosions/Remote violence,Thayet,2021,2,0
2021Q2,Explosions/Remote violence,Yamethin,2021,0,0
2021Q2,Explosions/Remote violence,Yangon (East),2021,72,7
2021Q2,Explosions/Remote violence,Yangon (North),2021,37,0
2021Q2,Explosions/Remote violence,Yangon (South),2021,7,0
2021Q2,Explosions/Remote violence,Yangon (West),2021,51,1
2021Q2,Explosions/Remote violence,Yinmarbin,2021,9,9
2021Q2,Protests,Bago,2021,22,2
2021Q2,Protests,Bawlake,2021,0,0
2021Q2,Protests,Bhamo,2021,4,0
2021Q2,Protests,Danu Self-Administered Zone,2021,2,0
2021Q2,Protests,Dawei,2021,154,0
2021Q2,Protests,Det Khi Na,2021,15,3
2021Q2,Protests,Falam,2021,0,0
2021Q2,Protests,Gangaw,2021,8,5
2021Q2,Protests,Hakha,2021,1,0
2021Q2,Protests,Hinthada,2021,1,0
2021Q2,Protests,Hkamti,2021,1,0
2021Q2,Protests,Hopang,2021,0,0
2021Q2,Protests,Hpa-An,2021,9,0
2021Q2,Protests,Hpapun,2021,0,0
2021Q2,Protests,Kale,2021,44,0
2021Q2,Protests,Kanbalu,2021,4,0
2021Q2,Protests,Katha,2021,9,1
2021Q2,Protests,Kawkareik,2021,19,0
2021Q2,Protests,Kawlin,2021,5,1
2021Q2,Protests,Kawthoung,2021,0,0
2021Q2,Protests,Kengtung,2021,0,0
2021Q2,Protests,Kokang Self-Administered Zone,2021,0,0
2021Q2,Protests,Kyaukme,2021,110,2
2021Q2,Protests,Kyaukpyu,2021,0,0
2021Q2,Protests,Kyaukse,2021,3,0
2021Q2,Protests,Labutta,2021,0,0
2021Q2,Protests,Langkho,2021,0,0
2021Q2,Protests,Lashio,2021,22,0
2021Q2,Protests,Loikaw,2021,19,0
2021Q2,Protests,Loilen,2021,2,0
2021Q2,Protests,Magway,2021,10,0
2021Q2,Protests,Mandalay,2021,263,2
2021Q2,Protests,Matman,2021,0,0
2021Q2,Protests,Matupi,2021,0,0
2021Q2,Protests,Maubin,2021,3,0
2021Q2,Protests,Maungdaw,2021,0,0
2021Q2,Protests,Mawlaik,2021,1,0
2021Q2,Protests,Mawlamyine,2021,33,0
2021Q2,Protests,Meiktila,2021,16,0
2021Q2,Protests,Minbu,2021,2,0
2021Q2,Protests,Mindat,2021,0,0
2021Q2,Protests,Mohnyin,2021,108,1
2021Q2,Protests,Monghsat,2021,0,0
2021Q2,Protests,Mongmit,2021,1,0
2021Q2,Protests,Monywa,2021,56,1
2021Q2,Protests,Mrauk-U,2021,0,0
2021Q2,Protests,Muse,2021,79,2
2021Q2,Protests,Myaungmya,2021,1,0
2021Q2,Protests,Myawaddy,2021,3,0
2021Q2,Protests,Myeik,2021,6,0
2021Q2,Protests,Myingyan,2021,24,1
2021Q2,Protests,Myitkyina,2021,18,0
2021Q2,Protests,Naga Self-Administered Zone,2021,0,0
2021Q2,Protests,Nyaung-U,2021,26,0
2021Q2,Protests,Oke Ta Ra,2021,2,0
2021Q2,Protests,Pa-O Self-Administered Zone,2021,2,0
2021Q2,Protests,Pa Laung Self-Administered Zone,2021,9,0
2021Q2,Protests,Pakokku,2021,58,1
2021Q2,Protests,Pathein,2021,4,0
2021Q2,Protests,Puta-O,2021,1,0
2021Q2,Protests,Pyapon,2021,0,0
2021Q2,Protests,Pyay,2021,1,0
2021Q2,Protests,Pyinoolwin,2021,55,0
2021Q2,Protests,Sagaing,2021,15,1
2021Q2,Protests,Shwebo,2021,68,3
2021Q2,Protests,Sittwe,2021,0,0
2021Q2,Protests,Tachileik,2021,2,0
2021Q2,Protests,Tamu,2021,1,0
2021Q2,Protests,Taunggyi,2021,14,0
2021Q2,Protests,Taungoo,2021,17,0
2021Q2,Protests,Thandwe,2021,1,0
2021Q2,Protests,Thaton,2021,29,3
2021Q2,Protests,Thayarwady,2021,2,0
2021Q2,Protests,Thayet,2021,4,0
2021Q2,Protests,Yamethin,2021,0,0
2021Q2,Protests,Yangon (East),2021,126,0
2021Q2,Protests,Yangon (North),2021,61,0
2021Q2,Protests,Yangon (South),2021,11,0
2021Q2,Protests,Yangon (West),2021,121,0
2021Q2,Protests,Yinmarbin,2021,87,0
2021Q2,Riots,Bago,2021,2,82
2021Q2,Riots,Bawlake,2021,0,0
2021Q2,Riots,Bhamo,2021,0,0
2021Q2,Riots,Danu Self-Administered Zone,2021,0,0
2021Q2,Riots,Dawei,2021,0,0
2021Q2,Riots,Det Khi Na,2021,0,0
2021Q2,Riots,Falam,2021,0,0
2021Q2,Riots,Gangaw,2021,0,0
2021Q2,Riots,Hakha,2021,0,0
2021Q2,Riots,Hinthada,2021,0,0
2021Q2,Riots,Hkamti,2021,0,0
2021Q2,Riots,Hopang,2021,0,0
2021Q2,Riots,Hpa-An,2021,0,0
2021Q2,Riots,Hpapun,2021,0,0
2021Q2,Riots,Kale,2021,1,12
2021Q2,Riots,Kanbalu,2021,1,0
2021Q2,Riots,Katha,2021,0,0
2021Q2,Riots,Kawkareik,2021,0,0
2021Q2,Riots,Kawlin,2021,0,0
2021Q2,Riots,Kawthoung,2021,0,0
2021Q2,Riots,Kengtung,2021,0,0
2021Q2,Riots,Kokang Self-Administered Zone,2021,0,0
2021Q2,Riots,Kyaukme,2021,0,0
2021Q2,Riots,Kyaukpyu,2021,0,0
2021Q2,Riots,Kyaukse,2021,0,0
2021Q2,Riots,Labutta,2021,0,0
2021Q2,Riots,Langkho,2021,0,0
2021Q2,Riots,Lashio,2021,0,0
2021Q2,Riots,Loikaw,2021,1,1
2021Q2,Riots,Loilen,2021,0,0
2021Q2,Riots,Magway,2021,1,0
2021Q2,Riots,Mandalay,2021,0,0
2021Q2,Riots,Matman,2021,0,0
2021Q2,Riots,Matupi,2021,0,0
2021Q2,Riots,Maubin,2021,0,0
2021Q2,Riots,Maungdaw,2021,0,0
2021Q2,Riots,Mawlaik,2021,0,0
2021Q2,Riots,Mawlamyine,2021,0,0
2021Q2,Riots,Meiktila,2021,0,0
2021Q2,Riots,Minbu,2021,0,0
2021Q2,Riots,Mindat,2021,1,3
2021Q2,Riots,Mohnyin,2021,0,0
2021Q2,Riots,Monghsat,2021,0,0
2021Q2,Riots,Mongmit,2021,0,0
2021Q2,Riots,Monywa,2021,1,3
2021Q2,Riots,Mrauk-U,2021,0,0
2021Q2,Riots,Muse,2021,1,0
2021Q2,Riots,Myaungmya,2021,0,0
2021Q2,Riots,Myawaddy,2021,0,0
2021Q2,Riots,Myeik,2021,0,0
2021Q2,Riots,Myingyan,2021,1,6
2021Q2,Riots,Myitkyina,2021,0,0
2021Q2,Riots,Naga Self-Administered Zone,2021,0,0
2021Q2,Riots,Nyaung-U,2021,0,0
2021Q2,Riots,Oke Ta Ra,2021,0,0
2021Q2,Riots,Pa-O Self-Administered Zone,2021,0,0
2021Q2,Riots,Pa Laung Self-Administered Zone,2021,0,0
2021Q2,Riots,Pakokku,2021,0,0
2021Q2,Riots,Pathein,2021,0,0
2021Q2,Riots,Puta-O,2021,0,0
2021Q2,Riots,Pyapon,2021,0,0
2021Q2,Riots,Pyay,2021,0,0
2021Q2,Riots,Pyinoolwin,2021,1,2
2021Q2,Riots,Sagaing,2021,0,0
2021Q2,Riots,Shwebo,2021,3,18
2021Q2,Riots,Sittwe,2021,0,0
2021Q2,Riots,Tachileik,2021,0,0
2021Q2,Riots,Tamu,2021,1,4
2021Q2,Riots,Taunggyi,2021,0,0
2021Q2,Riots,Taungoo,2021,0,0
2021Q2,Riots,Thandwe,2021,0,0
2021Q2,Riots,Thaton,2021,0,0
2021Q2,Riots,Thayarwady,2021,0,0
2021Q2,Riots,Thayet,2021,0,0
2021Q2,Riots,Yamethin,2021,0,0
2021Q2,Riots,Yangon (East),2021,0,0
2021Q2,Riots,Yangon (North),2021,0,0
2021Q2,Riots,Yangon (South),2021,0,0
2021Q2,Riots,Yangon (West),2021,0,0
2021Q2,Riots,Yinmarbin,2021,1,1
2021Q2,Violence against civilians,Bago,2021,9,6
2021Q2,Violence against civilians,Bawlake,2021,1,1
2021Q2,Violence against civilians,Bhamo,2021,6,4
2021Q2,Violence against civilians,Danu Self-Administered Zone,2021,0,0
2021Q2,Violence against civilians,Dawei,2021,3,3
2021Q2,Violence against civilians,Det Khi Na,2021,2,0
2021Q2,Violence against civilians,Falam,2021,2,2
2021Q2,Violence against civilians,Gangaw,2021,2,7
2021Q2,Violence against civilians,Hakha,2021,2,2
2021Q2,Violence against civilians,Hinthada,2021,2,1
2021Q2,Violence against civilians,Hkamti,2021,2,1
2021Q2,Violence against civilians,Hopang,2021,0,0
2021Q2,Violence against civilians,Hpa-An,2021,1,2
2021Q2,Violence against civilians,Hpapun,2021,4,3
2021Q2,Violence against civilians,Kale,2021,18,18
2021Q2,Violence against civilians,Kanbalu,2021,3,0
2021Q2,Violence against civilians,Katha,2021,1,0
2021Q2,Violence against civilians,Kawkareik,2021,3,3
2021Q2,Violence against civilians,Kawlin,2021,1,0
2021Q2,Violence against civilians,Kawthoung,2021,1,0
2021Q2,Violence against civilians,Kengtung,2021,2,2
2021Q2,Violence against civilians,Kokang Self-Administered Zone,2021,0,0
2021Q2,Violence against civilians,Kyaukme,2021,21,9
2021Q2,Violence against civilians,Kyaukpyu,2021,1,0
2021Q2,Violence against civilians,Kyaukse,2021,2,0
2021Q2,Violence against civilians,Labutta,2021,0,0
2021Q2,Violence against civilians,Langkho,2021,0,0
2021Q2,Violence against civilians,Lashio,2021,17,2
2021Q2,Violence against civilians,Loikaw,2021,17,30
2021Q2,Violence against civilians,Loilen,2021,1,0
2021Q2,Violence against civilians,Magway,2021,11,3
2021Q2,Violence against civilians,Mandalay,2021,29,20
2021Q2,Violence against civilians,Matman,2021,0,0
2021Q2,Violence against civilians,Matupi,2021,0,0
2021Q2,Violence against civilians,Maubin,2021,2,1
2021Q2,Violence against civilians,Maungdaw,2021,4,0
2021Q2,Violence against civilians,Mawlaik,2021,0,0
2021Q2,Violence against civilians,Mawlamyine,2021,7,9
2021Q2,Violence against civilians,Meiktila,2021,3,2
2021Q2,Violence against civilians,Minbu,2021,4,1
2021Q2,Violence against civilians,Mindat,2021,3,0
2021Q2,Violence against civilians,Mohnyin,2021,16,11
2021Q2,Violence against civilians,Monghsat,2021,0,0
2021Q2,Violence against civilians,Mongmit,2021,3,0
2021Q2,Violence against civilians,Monywa,2021,13,7
2021Q2,Violence against civilians,Mrauk-U,2021,2,0
2021Q2,Violence against civilians,Muse,2021,12,3
2021Q2,Violence against civilians,Myaungmya,2021,0,0
2021Q2,Violence against civilians,Myawaddy,2021,6,28
2021Q2,Violence against civilians,Myeik,2021,1,1
2021Q2,Violence against civilians,Myingyan,2021,19,19
2021Q2,Violence against civilians,Myitkyina,2021,7,6
2021Q2,Violence against civilians,Naga Self-Administered Zone,2021,0,0
2021Q2,Violence against civilians,Nyaung-U,2021,5,4
2021Q2,Violence against civilians,Oke Ta Ra,2021,0,0
2021Q2,Violence against civilians,Pa-O Self-Administered Zone,2021,0,0
2021Q2,Violence against civilians,Pa Laung Self-Administered Zone,2021,6,1
2021Q2,Violence against civilians,Pakokku,2021,11,9
2021Q2,Violence against civilians,Pathein,2021,5,2
2021Q2,Violence against civilians,Puta-O,2021,5,0
2021Q2,Violence against civilians,Pyapon,2021,0,0
2021Q2,Violence against civilians,Pyay,2021,8,6
2021Q2,Violence against civilians,Pyinoolwin,2021,12,5
2021Q2,Violence against civilians,Sagaing,2021,5,9
2021Q2,Violence against civilians,Shwebo,2021,19,16
2021Q2,Violence against civilians,Sittwe,2021,4,1
2021Q2,Violence against civilians,Tachileik,2021,1,0
2021Q2,Violence against civilians,Tamu,2021,6,6
2021Q2,Violence against civilians,Taunggyi,2021,16,15
2021Q2,Violence against civilians,Taungoo,2021,3,2
2021Q2,Violence against civilians,Thandwe,2021,0,0
2021Q2,Violence against civilians,Thaton,2021,6,5
2021Q2,Violence against civilians,Thayarwady,2021,0,0
2021Q2,Violence against civilians,Thayet,2021,0,0
2021Q2,Violence against civilians,Yamethin,2021,0,0
2021Q2,Violence against civilians,Yangon (East),2021,25,14
2021Q2,Violence against civilians,Yangon (North),2021,18,10
2021Q2,Violence against civilians,Yangon (South),2021,3,3
2021Q2,Violence against civilians,Yangon (West),2021,13,6
2021Q2,Violence against civilians,Yinmarbin,2021,21,16
2021Q3,Battles,Bago,2021,3,0
2021Q3,Battles,Bawlake,2021,8,6
2021Q3,Battles,Bhamo,2021,16,83
2021Q3,Battles,Danu Self-Administered Zone,2021,0,0
2021Q3,Battles,Dawei,2021,8,26
2021Q3,Battles,Det Khi Na,2021,3,13
2021Q3,Battles,Falam,2021,8,26
2021Q3,Battles,Gangaw,2021,18,159
2021Q3,Battles,Hakha,2021,13,76
2021Q3,Battles,Hinthada,2021,0,0
2021Q3,Battles,Hkamti,2021,5,4
2021Q3,Battles,Hopang,2021,0,0
2021Q3,Battles,Hpa-An,2021,9,7
2021Q3,Battles,Hpapun,2021,18,95
2021Q3,Battles,Kale,2021,30,145
2021Q3,Battles,Kanbalu,2021,2,2
2021Q3,Battles,Katha,2021,13,73
2021Q3,Battles,Kawkareik,2021,10,9
2021Q3,Battles,Kawlin,2021,8,58
2021Q3,Battles,Kawthoung,2021,0,0
2021Q3,Battles,Kengtung,2021,0,0
2021Q3,Battles,Kokang Self-Administered Zone,2021,1,7
2021Q3,Battles,Kyaukme,2021,31,1
2021Q3,Battles,Kyaukpyu,2021,0,0
2021Q3,Battles,Kyaukse,2021,2,2
2021Q3,Battles,Labutta,2021,0,0
2021Q3,Battles,Langkho,2021,0,0
2021Q3,Battles,Lashio,2021,11,3
2021Q3,Battles,Loikaw,2021,50,124
2021Q3,Battles,Loilen,2021,10,0
2021Q3,Battles,Magway,2021,1,0
2021Q3,Battles,Mandalay,2021,9,6
2021Q3,Battles,Matman,2021,1,0
2021Q3,Battles,Matupi,2021,3,16
2021Q3,Battles,Maubin,2021,0,0
2021Q3,Battles,Maungdaw,2021,1,1
2021Q3,Battles,Mawlaik,2021,0,0
2021Q3,Battles,Mawlamyine,2021,7,3
2021Q3,Battles,Meiktila,2021,0,0
2021Q3,Battles,Minbu,2021,1,0
2021Q3,Battles,Mindat,2021,22,86
2021Q3,Battles,Mohnyin,2021,26,35
2021Q3,Battles,Monghsat,2021,0,0
2021Q3,Battles,Mongmit,2021,0,0
2021Q3,Battles,Monywa,2021,7,19
2021Q3,Battles,Mrauk-U,2021,0,0
2021Q3,Battles,Muse,2021,76,89
2021Q3,Battles,Myaungmya,2021,0,0
2021Q3,Battles,Myawaddy,2021,4,2
2021Q3,Battles,Myeik,2021,5,7
2021Q3,Battles,Myingyan,2021,3,16
2021Q3,Battles,Myitkyina,2021,15,33
2021Q3,Battles,Naga Self-Administered Zone,2021,1,6
2021Q3,Battles,Nyaung-U,2021,0,0
2021Q3,Battles,Oke Ta Ra,2021,0,0
2021Q3,Battles,Pa-O Self-Administered Zone,2021,2,14
2021Q3,Battles,Pa Laung Self-Administered Zone,2021,2,3
2021Q3,Battles,Pakokku,2021,14,47
2021Q3,Battles,Pathein,2021,1,0
2021Q3,Battles,Puta-O,2021,3,0
2021Q3,Battles,Pyapon,2021,0,0
2021Q3,Battles,Pyay,2021,0,0
2021Q3,Battles,Pyinoolwin,2021,2,8
2021Q3,Battles,Sagaing,2021,9,16
2021Q3,Battles,Shwebo,2021,21,66
2021Q3,Battles,Sittwe,2021,0,0
2021Q3,Battles,Tachileik,2021,0,0
2021Q3,Battles,Tamu,2021,3,34
2021Q3,Battles,Taunggyi,2021,17,28
2021Q3,Battles,Taungoo,2021,9,24
2021Q3,Battles,Thandwe,2021,0,0
2021Q3,Battles,Thaton,2021,4,31
2021Q3,Battles,Thayarwady,2021,0,0
2021Q3,Battles,Thayet,2021,1,0
2021Q3,Battles,Yamethin,2021,0,0
2021Q3,Battles,Yangon (East),2021,5,2
2021Q3,Battles,Yangon (North),2021,4,1
2021Q3,Battles,Yangon (South),2021,2,2
2021Q3,Battles,Yangon (West),2021,6,11
2021Q3,Battles,Yinmarbin,2021,32,108
2021Q3,Explosions/Remote violence,Bago,2021,6,1
2021Q3,Explosions/Remote violence,Bawlake,2021,2,1
2021Q3,Explosions/Remote violence,Bhamo,2021,11,11
2021Q3,Explosions/Remote violence,Danu Self-Administered Zone,2021,0,0
2021Q3,Explosions/Remote violence,Dawei,2021,1,0
2021Q3,Explosions/Remote violence,Det Khi Na,2021,3,0
2021Q3,Explosions/Remote violence,Falam,2021,4,1
2021Q3,Explosions/Remote violence,Gangaw,2021,14,82
2021Q3,Explosions/Remote violence,Hakha,2021,10,4
2021Q3,Explosions/Remote violence,Hinthada,2021,1,0
2021Q3,Explosions/Remote violence,Hkamti,2021,5,2
2021Q3,Explosions/Remote violence,Hopang,2021,0,0
2021Q3,Explosions/Remote violence,Hpa-An,2021,2,0
2021Q3,Explosions/Remote violence,Hpapun,2021,6,5
2021Q3,Explosions/Remote violence,Kale,2021,9,8
2021Q3,Explosions/Remote violence,Kanbalu,2021,5,0
2021Q3,Explosions/Remote violence,Katha,2021,4,118
2021Q3,Explosions/Remote violence,Kawkareik,2021,4,0
2021Q3,Explosions/Remote violence,Kawlin,2021,13,27
2021Q3,Explosions/Remote violence,Kawthoung,2021,0,0
2021Q3,Explosions/Remote violence,Kengtung,2021,0,0
2021Q3,Explosions/Remote violence,Kokang Self-Administered Zone,2021,1,0
2021Q3,Explosions/Remote violence,Kyaukme,2021,10,2
2021Q3,Explosions/Remote violence,Kyaukpyu,2021,1,0
2021Q3,Explosions/Remote violence,Kyaukse,2021,6,1
2021Q3,Explosions/Remote violence,Labutta,2021,4,0
2021Q3,Explosions/Remote violence,Langkho,2021,0,0
2021Q3,Explosions/Remote violence,Lashio,2021,3,0
2021Q3,Explosions/Remote violence,Loikaw,2021,19,4
2021Q3,Explosions/Remote violence,Loilen,2021,0,0
2021Q3,Explosions/Remote violence,Magway,2021,25,22
2021Q3,Explosions/Remote violence,Mandalay,2021,40,2
2021Q3,Explosions/Remote violence,Matman,2021,0,0
2021Q3,Explosions/Remote violence,Matupi,2021,0,0
2021Q3,Explosions/Remote violence,Maubin,2021,5,0
2021Q3,Explosions/Remote violence,Maungdaw,2021,0,0
2021Q3,Explosions/Remote violence,Mawlaik,2021,0,0
2021Q3,Explosions/Remote violence,Mawlamyine,2021,12,1
2021Q3,Explosions/Remote violence,Meiktila,2021,0,0
2021Q3,Explosions/Remote violence,Minbu,2021,4,3
2021Q3,Explosions/Remote violence,Mindat,2021,3,1
2021Q3,Explosions/Remote violence,Mohnyin,2021,27,17
2021Q3,Explosions/Remote violence,Monghsat,2021,0,0
2021Q3,Explosions/Remote violence,Mongmit,2021,0,0
2021Q3,Explosions/Remote violence,Monywa,2021,20,9
2021Q3,Explosions/Remote violence,Mrauk-U,2021,1,1
2021Q3,Explosions/Remote violence,Muse,2021,21,5
2021Q3,Explosions/Remote violence,Myaungmya,2021,0,0
2021Q3,Explosions/Remote violence,Myawaddy,2021,3,0
2021Q3,Explosions/Remote violence,Myeik,2021,4,0
2021Q3,Explosions/Remote violence,Myingyan,2021,5,9
2021Q3,Explosions/Remote violence,Myitkyina,2021,24,3
2021Q3,Explosions/Remote violence,Naga Self-Administered Zone,2021,0,0
2021Q3,Explosions/Remote violence,Nyaung-U,2021,3,0
2021Q3,Explosions/Remote violence,Oke Ta Ra,2021,1,0
2021Q3,Explosions/Remote violence,Pa-O Self-Administered Zone,2021,1,0
2021Q3,Explosions/Remote violence,Pa Laung Self-Administered Zone,2021,3,0
2021Q3,Explosions/Remote violence,Pakokku,2021,41,93
2021Q3,Explosions/Remote violence,Pathein,2021,7,0
2021Q3,Explosions/Remote violence,Puta-O,2021,0,0
2021Q3,Explosions/Remote violence,Pyapon,2021,0,0
2021Q3,Explosions/Remote violence,Pyay,2021,5,5
2021Q3,Explosions/Remote violence,Pyinoolwin,2021,24,0
2021Q3,Explosions/Remote violence,Sagaing,2021,9,0
2021Q3,Explosions/Remote violence,Shwebo,2021,41,7
2021Q3,Explosions/Remote violence,Sittwe,2021,2,0
2021Q3,Explosions/Remote violence,Tachileik,2021,0,0
2021Q3,Explosions/Remote violence,Tamu,2021,1,2
2021Q3,Explosions/Remote violence,Taunggyi,2021,11,7
2021Q3,Explosions/Remote violence,Taungoo,2021,1,0
2021Q3,Explosions/Remote violence,Thandwe,2021,0,0
2021Q3,Explosions/Remote violence,Thaton,2021,21,0
2021Q3,Explosions/Remote violence,Thayarwady,2021,1,0
2021Q3,Explosions/Remote violence,Thayet,2021,0,0
2021Q3,Explosions/Remote violence,Yamethin,2021,0,0
2021Q3,Explosions/Remote violence,Yangon (East),2021,57,5
2021Q3,Explosions/Remote violence,Yangon (North),2021,35,1
2021Q3,Explosions/Remote violence,Yangon (South),2021,7,0
2021Q3,Explosions/Remote violence,Yangon (West),2021,45,2
2021Q3,Explosions/Remote violence,Yinmarbin,2021,41,45
2021Q3,Protests,Bago,2021,0,0
2021Q3,Protests,Bawlake,2021,0,0
2021Q3,Protests,Bhamo,2021,0,0
2021Q3,Protests,Danu Self-Administered Zone,2021,0,0
2021Q3,Protests,Dawei,2021,70,0
2021Q3,Protests,Det Khi Na,2021,1,0
2021Q3,Protests,Falam,2021,0,0
2021Q3,Protests,Gangaw,2021,1,0
2021Q3,Protests,Hakha,2021,0,0
2021Q3,Protests,Hinthada,2021,0,0
2021Q3,Protests,Hkamti,2021,0,0
2021Q3,Protests,Hopang,2021,0,0
2021Q3,Protests,Hpa-An,2021,1,0
2021Q3,Protests,Hpapun,2021,1,0
2021Q3,Protests,Kale,2021,30,0
2021Q3,Protests,Kanbalu,2021,0,0
2021Q3,Protests,Katha,2021,1,0
2021Q3,Protests,Kawkareik,2021,0,0
2021Q3,Protests,Kawlin,2021,0,0
2021Q3,Protests,Kawthoung,2021,1,0
2021Q3,Protests,Kengtung,2021,1,0
2021Q3,Protests,Kokang Self-Administered Zone,2021,0,0
2021Q3,Protests,Kyaukme,2021,2,0
2021Q3,Protests,Kyaukpyu,2021,0,0
2021Q3,Protests,Kyaukse,2021,1,0
2021Q3,Protests,Labutta,2021,0,0
2021Q3,Protests,Langkho,2021,0,0
2021Q3,Protests,Lashio,2021,0,0
2021Q3,Protests,Loikaw,2021,0,0
2021Q3,Protests,Loilen,2021,0,0
2021Q3,Protests,Magway,2021,5,0
2021Q3,Protests,Mandalay,2021,194,3
2021Q3,Protests,Matman,2021,0,0
2021Q3,Protests,Matupi,2021,0,0
2021Q3,Protests,Maubin,2021,0,0
2021Q3,Protests,Maungdaw,2021,0,0
2021Q3,Protests,Mawlaik,2021,0,0
2021Q3,Protests,Mawlamyine,2021,3,0
2021Q3,Protests,Meiktila,2021,1,0
2021Q3,Protests,Minbu,2021,0,0
2021Q3,Protests,Mindat,2021,0,0
2021Q3,Protests,Mohnyin,2021,18,0
2021Q3,Protests,Monghsat,2021,0,0
2021Q3,Protests,Mongmit,2021,0,0
2021Q3,Protests,Monywa,2021,22,0
2021Q3,Protests,Mrauk-U,2021,0,0
2021Q3,Protests,Muse,2021,9,0
2021Q3,Protests,Myaungmya,2021,0,0
2021Q3,Protests,Myawaddy,2021,0,0
2021Q3,Protests,Myeik,2021,0,0
2021Q3,Protests,Myingyan,2021,2,0
2021Q3,Protests,Myitkyina,2021,2,0
2021Q3,Protests,Naga Self-Administered Zone,2021,0,0
2021Q3,Protests,Nyaung-U,2021,2,0
2021Q3,Protests,Oke Ta Ra,2021,0,0
2021Q3,Protests,Pa-O Self-Administered Zone,2021,0,0
2021Q3,Protests,Pa Laung Self-Administered Zone,2021,1,0
2021Q3,Protests,Pakokku,2021,28,0
2021Q3,Protests,Pathein,2021,2,0
2021Q3,Protests,Puta-O,2021,0,0
2021Q3,Protests,Pyapon,2021,0,0
2021Q3,Protests,Pyay,2021,2,0
2021Q3,Protests,Pyinoolwin,2021,4,0
2021Q3,Protests,Sagaing,2021,2,0
2021Q3,Protests,Shwebo,2021,26,0
2021Q3,Protests,Sittwe,2021,2,0
2021Q3,Protests,Tachileik,2021,0,0
2021Q3,Protests,Tamu,2021,0,0
2021Q3,Protests,Taunggyi,2021,1,0
2021Q3,Protests,Taungoo,2021,0,0
2021Q3,Protests,Thandwe,2021,0,0
2021Q3,Protests,Thaton,2021,1,0
2021Q3,Protests,Thayarwady,2021,0,0
2021Q3,Protests,Thayet,2021,0,0
2021Q3,Protests,Yamethin,2021,0,0
2021Q3,Protests,Yangon (East),2021,25,0
2021Q3,Protests,Yangon (North),2021,10,0
2021Q3,Protests,Yangon (South),2021,1,0
2021Q3,Protests,Yangon (West),2021,52,0
2021Q3,Protests,Yinmarbin,2021,115,0
2021Q3,Riots,Bago,2021,0,0
2021Q3,Riots,Bawlake,2021,0,0
2021Q3,Riots,Bhamo,2021,0,0
2021Q3,Riots,Danu Self-Administered Zone,2021,0,0
2021Q3,Riots,Dawei,2021,0,0
2021Q3,Riots,Det Khi Na,2021,0,0
2021Q3,Riots,Falam,2021,0,0
2021Q3,Riots,Gangaw,2021,0,0
2021Q3,Riots,Hakha,2021,0,0
2021Q3,Riots,Hinthada,2021,0,0
2021Q3,Riots,Hkamti,2021,0,0
2021Q3,Riots,Hopang,2021,0,0
2021Q3,Riots,Hpa-An,2021,0,0
2021Q3,Riots,Hpapun,2021,0,0
2021Q3,Riots,Kale,2021,0,0
2021Q3,Riots,Kanbalu,2021,0,0
2021Q3,Riots,Katha,2021,0,0
2021Q3,Riots,Kawkareik,2021,0,0
2021Q3,Riots,Kawlin,2021,0,0
2021Q3,Riots,Kawthoung,2021,0,0
2021Q3,Riots,Kengtung,2021,0,0
2021Q3,Riots,Kokang Self-Administered Zone,2021,0,0
2021Q3,Riots,Kyaukme,2021,0,0
2021Q3,Riots,Kyaukpyu,2021,0,0
2021Q3,Riots,Kyaukse,2021,0,0
2021Q3,Riots,Labutta,2021,0,0
2021Q3,Riots,Langkho,2021,0,0
2021Q3,Riots,Lashio,2021,0,0
2021Q3,Riots,Loikaw,2021,0,0
2021Q3,Riots,Loilen,2021,0,0
2021Q3,Riots,Magway,2021,0,0
2021Q3,Riots,Mandalay,2021,0,0
2021Q3,Riots,Matman,2021,0,0
2021Q3,Riots,Matupi,2021,0,0
2021Q3,Riots,Maubin,2021,0,0
2021Q3,Riots,Maungdaw,2021,0,0
2021Q3,Riots,Mawlaik,2021,0,0
2021Q3,Riots,Mawlamyine,2021,0,0
2021Q3,Riots,Meiktila,2021,0,0
2021Q3,Riots,Minbu,2021,0,0
2021Q3,Riots,Mindat,2021,0,0
2021Q3,Riots,Mohnyin,2021,0,0
2021Q3,Riots,Monghsat,2021,0,0
2021Q3,Riots,Mongmit,2021,0,0
2021Q3,Riots,Monywa,2021,0,0
2021Q3,Riots,Mrauk-U,2021,0,0
