quarter,event_type,DT,year,Incidents,Fatalities
20231,Violence against civilians,Yangon (East),2023,7,3
20231,Violence against civilians,Yangon (North),2023,4,1
20231,Violence against civilians,Yangon (South),2023,4,4
20231,Violence against civilians,Yangon (West),2023,6,5
20231,Violence against civilians,Yinmarbin,2023,11,15
20232,Battles,Bago,2023,1,0
20232,Battles,Bawlake,2023,14,35
20232,Battles,Bhamo,2023,8,0
20232,Battles,Danu Self-Administered Zone,2023,2,0
20232,Battles,Dawei,2023,34,68
20232,Battles,Det Khi Na,2023,1,5
20232,Battles,Falam,2023,2,22
20232,Battles,Gangaw,2023,23,39
20232,Battles,Hakha,2023,21,72
20232,Battles,Hinthada,2023,1,1
20232,Battles,Hkamti,2023,6,5
20232,Battles,Hopang,2023,0,0
20232,Battles,Hpa-An,2023,7,35
20232,Battles,Hpapun,2023,8,36
20232,Battles,Kale,2023,21,124
20232,Battles,Kanbalu,2023,11,52
20232,Battles,Katha,2023,33,180
20232,Battles,Kawkareik,2023,18,37
20232,Battles,Kawlin,2023,3,8
20232,Battles,Kawthoung,2023,7,14
20232,Battles,Kengtung,2023,0,0
20232,Battles,Kokang Self-Administered Zone,2023,5,23
20232,Battles,Kyaukme,2023,8,33
20232,Battles,Kyaukpyu,2023,0,0
20232,Battles,Kyaukse,2023,0,0
20232,Battles,Labutta,2023,0,0
20232,Battles,Langkho,2023,2,5
20232,Battles,Lashio,2023,6,2
20232,Battles,Loikaw,2023,19,53
20232,Battles,Loilen,2023,11,1
20232,Battles,Magway,2023,2,2
20232,Battles,Mandalay,2023,9,4
20232,Battles,Matman,2023,0,0
20232,Battles,Matupi,2023,1,0
20232,Battles,Maubin,2023,0,0
20232,Battles,Maungdaw,2023,1,1
20232,Battles,Mawlaik,2023,18,41
20232,Battles,Mawlamyine,2023,17,77
20232,Battles,Meiktila,2023,2,0
20232,Battles,Minbu,2023,5,25
20232,Battles,Mindat,2023,11,30
20232,Battles,Mohnyin,2023,14,19
20232,Battles,Monghsat,2023,0,0
20232,Battles,Mongmit,2023,3,4
20232,Battles,Monywa,2023,28,64
20232,Battles,Mrauk-U,2023,0,0
20232,Battles,Muse,2023,16,12
20232,Battles,Myaungmya,2023,0,0
20232,Battles,Myawaddy,2023,19,150
20232,Battles,Myeik,2023,34,48
20232,Battles,Myingyan,2023,18,86
20232,Battles,Myitkyina,2023,13,3
20232,Battles,Naga Self-Administered Zone,2023,0,0
20232,Battles,Nyaung-U,2023,2,6
20232,Battles,Oke Ta Ra,2023,1,0
20232,Battles,Pa-O Self-Administered Zone,2023,4,23
20232,Battles,Pa Laung Self-Administered Zone,2023,0,0
20232,Battles,Pakokku,2023,52,135
20232,Battles,Pathein,2023,1,0
20232,Battles,Puta-O,2023,2,1
20232,Battles,Pyapon,2023,2,1
20232,Battles,Pyay,2023,14,15
20232,Battles,Pyinoolwin,2023,24,106
20232,Battles,Sagaing,2023,31,118
20232,Battles,Shwebo,2023,27,105
20232,Battles,Sittwe,2023,1,0
20232,Battles,Tachileik,2023,0,0
20232,Battles,Tamu,2023,3,8
20232,Battles,Taunggyi,2023,28,123
20232,Battles,Taungoo,2023,18,88
20232,Battles,Thandwe,2023,0,0
20232,Battles,Thaton,2023,19,41
20232,Battles,Thayarwady,2023,8,18
20232,Battles,Thayet,2023,3,13
20232,Battles,Yamethin,2023,0,0
20232,Battles,Yangon (East),2023,1,0
20232,Battles,Yangon (North),2023,0,0
20232,Battles,Yangon (South),2023,0,0
20232,Battles,Yangon (West),2023,2,1
20232,Battles,Yinmarbin,2023,37,104
20232,Explosions/Remote violence,Bago,2023,9,5
20232,Explosions/Remote violence,Bawlake,2023,12,7
20232,Explosions/Remote violence,Bhamo,2023,14,4
20232,Explosions/Remote violence,Danu Self-Administered Zone,2023,1,0
20232,Explosions/Remote violence,Dawei,2023,14,22
20232,Explosions/Remote violence,Det Khi Na,2023,3,10
20232,Explosions/Remote violence,Falam,2023,10,20
20232,Explosions/Remote violence,Gangaw,2023,19,4
20232,Explosions/Remote violence,Hakha,2023,10,4
20232,Explosions/Remote violence,Hinthada,2023,3,0
20232,Explosions/Remote violence,Hkamti,2023,1,2
20232,Explosions/Remote violence,Hopang,2023,0,0
20232,Explosions/Remote violence,Hpa-An,2023,11,6
20232,Explosions/Remote violence,Hpapun,2023,3,2
20232,Explosions/Remote violence,Kale,2023,24,24
20232,Explosions/Remote violence,Kanbalu,2023,14,204
20232,Explosions/Remote violence,Katha,2023,13,20
20232,Explosions/Remote violence,Kawkareik,2023,39,17
20232,Explosions/Remote violence,Kawlin,2023,0,0
20232,Explosions/Remote violence,Kawthoung,2023,1,0
20232,Explosions/Remote violence,Kengtung,2023,0,0
20232,Explosions/Remote violence,Kokang Self-Administered Zone,2023,1,0
20232,Explosions/Remote violence,Kyaukme,2023,9,0
20232,Explosions/Remote violence,Kyaukpyu,2023,0,0
20232,Explosions/Remote violence,Kyaukse,2023,0,0
20232,Explosions/Remote violence,Labutta,2023,1,0
20232,Explosions/Remote violence,Langkho,2023,1,0
20232,Explosions/Remote violence,Lashio,2023,11,6
20232,Explosions/Remote violence,Loikaw,2023,21,19
20232,Explosions/Remote violence,Loilen,2023,1,0
20232,Explosions/Remote violence,Magway,2023,3,10
20232,Explosions/Remote violence,Mandalay,2023,19,6
20232,Explosions/Remote violence,Matman,2023,0,0
20232,Explosions/Remote violence,Matupi,2023,0,0
20232,Explosions/Remote violence,Maubin,2023,0,0
20232,Explosions/Remote violence,Maungdaw,2023,1,1
20232,Explosions/Remote violence,Mawlaik,2023,0,0
20232,Explosions/Remote violence,Mawlamyine,2023,11,5
20232,Explosions/Remote violence,Meiktila,2023,1,5
20232,Explosions/Remote violence,Minbu,2023,1,2
20232,Explosions/Remote violence,Mindat,2023,8,12
20232,Explosions/Remote violence,Mohnyin,2023,24,18
20232,Explosions/Remote violence,Monghsat,2023,0,0
20232,Explosions/Remote violence,Mongmit,2023,4,2
20232,Explosions/Remote violence,Monywa,2023,13,29
20232,Explosions/Remote violence,Mrauk-U,2023,0,0
20232,Explosions/Remote violence,Muse,2023,5,0
20232,Explosions/Remote violence,Myaungmya,2023,0,0
20232,Explosions/Remote violence,Myawaddy,2023,16,9
20232,Explosions/Remote violence,Myeik,2023,27,22
20232,Explosions/Remote violence,Myingyan,2023,10,34
20232,Explosions/Remote violence,Myitkyina,2023,3,1
20232,Explosions/Remote violence,Naga Self-Administered Zone,2023,0,0
20232,Explosions/Remote violence,Nyaung-U,2023,0,0
20232,Explosions/Remote violence,Oke Ta Ra,2023,0,0
20232,Explosions/Remote violence,Pa-O Self-Administered Zone,2023,4,1
20232,Explosions/Remote violence,Pa Laung Self-Administered Zone,2023,1,0
20232,Explosions/Remote violence,Pakokku,2023,70,97
20232,Explosions/Remote violence,Pathein,2023,5,1
20232,Explosions/Remote violence,Puta-O,2023,0,0
20232,Explosions/Remote violence,Pyapon,2023,0,0
20232,Explosions/Remote violence,Pyay,2023,0,0
20232,Explosions/Remote violence,Pyinoolwin,2023,39,55
20232,Explosions/Remote violence,Sagaing,2023,22,32
20232,Explosions/Remote violence,Shwebo,2023,46,69
20232,Explosions/Remote violence,Sittwe,2023,0,0
20232,Explosions/Remote violence,Tachileik,2023,0,0
20232,Explosions/Remote violence,Tamu,2023,0,0
20232,Explosions/Remote violence,Taunggyi,2023,33,16
20232,Explosions/Remote violence,Taungoo,2023,39,23
20232,Explosions/Remote violence,Thandwe,2023,0,0
20232,Explosions/Remote violence,Thaton,2023,49,26
20232,Explosions/Remote violence,Thayarwady,2023,3,1
20232,Explosions/Remote violence,Thayet,2023,4,14
20232,Explosions/Remote violence,Yamethin,2023,0,0
20232,Explosions/Remote violence,Yangon (East),2023,10,0
20232,Explosions/Remote violence,Yangon (North),2023,11,0
20232,Explosions/Remote violence,Yangon (South),2023,3,2
20232,Explosions/Remote violence,Yangon (West),2023,4,0
20232,Explosions/Remote violence,Yinmarbin,2023,36,67
20232,Protests,Bago,2023,0,0
20232,Protests,Bawlake,2023,0,0
20232,Protests,Bhamo,2023,0,0
20232,Protests,Danu Self-Administered Zone,2023,0,0
20232,Protests,Dawei,2023,23,0
20232,Protests,Det Khi Na,2023,0,0
20232,Protests,Falam,2023,0,0
20232,Protests,Gangaw,2023,0,0
20232,Protests,Hakha,2023,0,0
20232,Protests,Hinthada,2023,24,0
20232,Protests,Hkamti,2023,0,0
20232,Protests,Hopang,2023,0,0
20232,Protests,Hpa-An,2023,0,0
20232,Protests,Hpapun,2023,0,0
20232,Protests,Kale,2023,4,0
20232,Protests,Kanbalu,2023,0,0
20232,Protests,Katha,2023,0,0
20232,Protests,Kawkareik,2023,2,0
20232,Protests,Kawlin,2023,0,0
20232,Protests,Kawthoung,2023,0,0
20232,Protests,Kengtung,2023,0,0
20232,Protests,Kokang Self-Administered Zone,2023,0,0
20232,Protests,Kyaukme,2023,0,0
20232,Protests,Kyaukpyu,2023,0,0
20232,Protests,Kyaukse,2023,0,0
20232,Protests,Labutta,2023,0,0
20232,Protests,Langkho,2023,0,0
20232,Protests,Lashio,2023,0,0
20232,Protests,Loikaw,2023,0,0
20232,Protests,Loilen,2023,0,0
20232,Protests,Magway,2023,0,0
20232,Protests,Mandalay,2023,2,0
20232,Protests,Matman,2023,0,0
20232,Protests,Matupi,2023,0,0
20232,Protests,Maubin,2023,0,0
20232,Protests,Maungdaw,2023,0,0
20232,Protests,Mawlaik,2023,0,0
20232,Protests,Mawlamyine,2023,0,0
20232,Protests,Meiktila,2023,0,0
20232,Protests,Minbu,2023,0,0
20232,Protests,Mindat,2023,0,0
20232,Protests,Mohnyin,2023,2,0
20232,Protests,Monghsat,2023,0,0
20232,Protests,Mongmit,2023,0,0
20232,Protests,Monywa,2023,20,0
20232,Protests,Mrauk-U,2023,0,0
20232,Protests,Muse,2023,0,0
20232,Protests,Myaungmya,2023,0,0
20232,Protests,Myawaddy,2023,0,0
20232,Protests,Myeik,2023,1,0
20232,Protests,Myingyan,2023,0,0
20232,Protests,Myitkyina,2023,1,0
20232,Protests,Naga Self-Administered Zone,2023,0,0
20232,Protests,Nyaung-U,2023,0,0
20232,Protests,Oke Ta Ra,2023,0,0
20232,Protests,Pa-O Self-Administered Zone,2023,0,0
20232,Protests,Pa Laung Self-Administered Zone,2023,0,0
20232,Protests,Pakokku,2023,4,0
20232,Protests,Pathein,2023,0,0
20232,Protests,Puta-O,2023,0,0
20232,Protests,Pyapon,2023,0,0
20232,Protests,Pyay,2023,0,0
20232,Protests,Pyinoolwin,2023,0,0
20232,Protests,Sagaing,2023,0,0
20232,Protests,Shwebo,2023,8,0
20232,Protests,Sittwe,2023,0,0
20232,Protests,Tachileik,2023,0,0
20232,Protests,Tamu,2023,0,0
20232,Protests,Taunggyi,2023,0,0
20232,Protests,Taungoo,2023,0,0
20232,Protests,Thandwe,2023,0,0
20232,Protests,Thaton,2023,0,0
20232,Protests,Thayarwady,2023,1,0
20232,Protests,Thayet,2023,0,0
20232,Protests,Yamethin,2023,0,0
20232,Protests,Yangon (East),2023,0,0
20232,Protests,Yangon (North),2023,2,0
20232,Protests,Yangon (South),2023,0,0
20232,Protests,Yangon (West),2023,6,0
20232,Protests,Yinmarbin,2023,74,0
20232,Riots,Bago,2023,0,0
20232,Riots,Bawlake,2023,0,0
20232,Riots,Bhamo,2023,0,0
20232,Riots,Danu Self-Administered Zone,2023,0,0
20232,Riots,Dawei,2023,0,0
20232,Riots,Det Khi Na,2023,0,0
20232,Riots,Falam,2023,0,0
20232,Riots,Gangaw,2023,0,0
20232,Riots,Hakha,2023,0,0
20232,Riots,Hinthada,2023,0,0
20232,Riots,Hkamti,2023,0,0
20232,Riots,Hopang,2023,0,0
20232,Riots,Hpa-An,2023,0,0
20232,Riots,Hpapun,2023,0,0
20232,Riots,Kale,2023,0,0
20232,Riots,Kanbalu,2023,0,0
20232,Riots,Katha,2023,0,0
20232,Riots,Kawkareik,2023,0,0
20232,Riots,Kawlin,2023,0,0
20232,Riots,Kawthoung,2023,0,0
20232,Riots,Kengtung,2023,0,0
20232,Riots,Kokang Self-Administered Zone,2023,0,0
20232,Riots,Kyaukme,2023,0,0
20232,Riots,Kyaukpyu,2023,0,0
20232,Riots,Kyaukse,2023,0,0
20232,Riots,Labutta,2023,0,0
20232,Riots,Langkho,2023,0,0
20232,Riots,Lashio,2023,0,0
20232,Riots,Loikaw,2023,0,0
20232,Riots,Loilen,2023,0,0
20232,Riots,Magway,2023,0,0
20232,Riots,Mandalay,2023,0,0
20232,Riots,Matman,2023,0,0
20232,Riots,Matupi,2023,0,0
20232,Riots,Maubin,2023,0,0
20232,Riots,Maungdaw,2023,0,0
20232,Riots,Mawlaik,2023,0,0
20232,Riots,Mawlamyine,2023,0,0
20232,Riots,Meiktila,2023,0,0
20232,Riots,Minbu,2023,0,0
20232,Riots,Mindat,2023,0,0
20232,Riots,Mohnyin,2023,0,0
20232,Riots,Monghsat,2023,0,0
20232,Riots,Mongmit,2023,0,0
20232,Riots,Monywa,2023,0,0
20232,Riots,Mrauk-U,2023,0,0
20232,Riots,Muse,2023,0,0
20232,Riots,Myaungmya,2023,0,0
20232,Riots,Myawaddy,2023,0,0
20232,Riots,Myeik,2023,0,0
20232,Riots,Myingyan,2023,0,0
20232,Riots,Myitkyina,2023,0,0
20232,Riots,Naga Self-Administered Zone,2023,0,0
20232,Riots,Nyaung-U,2023,0,0
20232,Riots,Oke Ta Ra,2023,0,0
20232,Riots,Pa-O Self-Administered Zone,2023,0,0
20232,Riots,Pa Laung Self-Administered Zone,2023,0,0
20232,Riots,Pakokku,2023,0,0
20232,Riots,Pathein,2023,0,0
20232,Riots,Puta-O,2023,0,0
20232,Riots,Pyapon,2023,0,0
20232,Riots,Pyay,2023,0,0
20232,Riots,Pyinoolwin,2023,0,0
20232,Riots,Sagaing,2023,0,0
20232,Riots,Shwebo,2023,0,0
20232,Riots,Sittwe,2023,0,0
20232,Riots,Tachileik,2023,0,0
20232,Riots,Tamu,2023,0,0
20232,Riots,Taunggyi,2023,0,0
20232,Riots,Taungoo,2023,0,0
20232,Riots,Thandwe,2023,0,0
20232,Riots,Thaton,2023,0,0
20232,Riots,Thayarwady,2023,0,0
20232,Riots,Thayet,2023,0,0
20232,Riots,Yamethin,2023,0,0
20232,Riots,Yangon (East),2023,0,0
20232,Riots,Yangon (North),2023,0,0
20232,Riots,Yangon (South),2023,0,0
20232,Riots,Yangon (West),2023,0,0
20232,Riots,Yinmarbin,2023,0,0
20232,Violence against civilians,Bago,2023,7,16
20232,Violence against civilians,Bawlake,2023,3,6
20232,Violence against civilians,Bhamo,2023,0,0
20232,Violence against civilians,Danu Self-Administered Zone,2023,3,0
20232,Violence against civilians,Dawei,2023,33,25
20232,Violence against civilians,Det Khi Na,2023,0,0
20232,Violence against civilians,Falam,2023,3,0
20232,Violence against civilians,Gangaw,2023,7,8
20232,Violence against civilians,Hakha,2023,2,2
20232,Violence against civilians,Hinthada,2023,1,0
20232,Violence against civilians,Hkamti,2023,2,2
20232,Violence against civilians,Hopang,2023,0,0
20232,Violence against civilians,Hpa-An,2023,2,2
20232,Violence against civilians,Hpapun,2023,0,0
20232,Violence against civilians,Kale,2023,2,3
20232,Violence against civilians,Kanbalu,2023,10,14
20232,Violence against civilians,Katha,2023,10,11
20232,Violence against civilians,Kawkareik,2023,2,1
20232,Violence against civilians,Kawlin,2023,5,17
20232,Violence against civilians,Kawthoung,2023,1,2
20232,Violence against civilians,Kengtung,2023,0,0
20232,Violence against civilians,Kokang Self-Administered Zone,2023,1,0
20232,Violence against civilians,Kyaukme,2023,2,0
20232,Violence against civilians,Kyaukpyu,2023,1,0
20232,Violence against civilians,Kyaukse,2023,1,1
20232,Violence against civilians,Labutta,2023,0,0
20232,Violence against civilians,Langkho,2023,0,0
20232,Violence against civilians,Lashio,2023,3,1
20232,Violence against civilians,Loikaw,2023,2,0
20232,Violence against civilians,Loilen,2023,5,3
20232,Violence against civilians,Magway,2023,2,1
20232,Violence against civilians,Mandalay,2023,15,12
20232,Violence against civilians,Matman,2023,0,0
20232,Violence against civilians,Matupi,2023,0,0
20232,Violence against civilians,Maubin,2023,1,0
20232,Violence against civilians,Maungdaw,2023,0,0
20232,Violence against civilians,Mawlaik,2023,0,0
20232,Violence against civilians,Mawlamyine,2023,8,7
20232,Violence against civilians,Meiktila,2023,1,1
20232,Violence against civilians,Minbu,2023,0,0
20232,Violence against civilians,Mindat,2023,1,1
20232,Violence against civilians,Mohnyin,2023,19,17
20232,Violence against civilians,Monghsat,2023,0,0
20232,Violence against civilians,Mongmit,2023,2,0
20232,Violence against civilians,Monywa,2023,18,19
20232,Violence against civilians,Mrauk-U,2023,0,0
20232,Violence against civilians,Muse,2023,11,8
20232,Violence against civilians,Myaungmya,2023,0,0
20232,Violence against civilians,Myawaddy,2023,1,1
20232,Violence against civilians,Myeik,2023,16,14
20232,Violence against civilians,Myingyan,2023,22,17
20232,Violence against civilians,Myitkyina,2023,7,7
20232,Violence against civilians,Naga Self-Administered Zone,2023,0,0
20232,Violence against civilians,Nyaung-U,2023,1,0
20232,Violence against civilians,Oke Ta Ra,2023,0,0
20232,Violence against civilians,Pa-O Self-Administered Zone,2023,3,2
20232,Violence against civilians,Pa Laung Self-Administered Zone,2023,2,0
20232,Violence against civilians,Pakokku,2023,17,21
20232,Violence against civilians,Pathein,2023,3,1
20232,Violence against civilians,Puta-O,2023,0,0
20232,Violence against civilians,Pyapon,2023,0,0
20232,Violence against civilians,Pyay,2023,3,1
20232,Violence against civilians,Pyinoolwin,2023,11,17
20232,Violence against civilians,Sagaing,2023,23,28
20232,Violence against civilians,Shwebo,2023,16,29
20232,Violence against civilians,Sittwe,2023,2,0
20232,Violence against civilians,Tachileik,2023,0,0
20232,Violence against civilians,Tamu,2023,2,2
20232,Violence against civilians,Taunggyi,2023,10,13
20232,Violence against civilians,Taungoo,2023,12,27
20232,Violence against civilians,Thandwe,2023,0,0
20232,Violence against civilians,Thaton,2023,4,2
20232,Violence against civilians,Thayarwady,2023,2,2
20232,Violence against civilians,Thayet,2023,1,1
20232,Violence against civilians,Yamethin,2023,0,0
20232,Violence against civilians,Yangon (East),2023,6,4
20232,Violence against civilians,Yangon (North),2023,4,5
20232,Violence against civilians,Yangon (South),2023,2,4
20232,Violence against civilians,Yangon (West),2023,2,1
20232,Violence against civilians,Yinmarbin,2023,17,17
20233,Battles,Bago,2023,29,212
20233,Battles,Bawlake,2023,15,6
20233,Battles,Bhamo,2023,33,28
20233,Battles,Danu Self-Administered Zone,2023,3,3
20233,Battles,Dawei,2023,29,96
20233,Battles,Det Khi Na,2023,8,50
20233,Battles,Falam,2023,9,37
20233,Battles,Gangaw,2023,21,61
20233,Battles,Hakha,2023,16,110
20233,Battles,Hinthada,2023,1,0
20233,Battles,Hkamti,2023,7,4
20233,Battles,Hopang,2023,0,0
20233,Battles,Hpa-An,2023,6,0
20233,Battles,Hpapun,2023,5,18
20233,Battles,Kale,2023,16,30
20233,Battles,Kanbalu,2023,5,13
20233,Battles,Katha,2023,20,22
20233,Battles,Kawkareik,2023,40,110
20233,Battles,Kawlin,2023,8,16
20233,Battles,Kawthoung,2023,5,7
20233,Battles,Kengtung,2023,0,0
20233,Battles,Kokang Self-Administered Zone,2023,0,0
20233,Battles,Kyaukme,2023,9,48
20233,Battles,Kyaukpyu,2023,1,0
20233,Battles,Kyaukse,2023,3,0
20233,Battles,Labutta,2023,0,0
20233,Battles,Langkho,2023,0,0
20233,Battles,Lashio,2023,15,11
20233,Battles,Loikaw,2023,46,104
20233,Battles,Loilen,2023,2,10
20233,Battles,Magway,2023,3,2
20233,Battles,Mandalay,2023,5,1
20233,Battles,Matman,2023,0,0
20233,Battles,Matupi,2023,7,4
20233,Battles,Maubin,2023,0,0
20233,Battles,Maungdaw,2023,4,5
20233,Battles,Mawlaik,2023,2,0
20233,Battles,Mawlamyine,2023,15,30
20233,Battles,Meiktila,2023,3,4
20233,Battles,Minbu,2023,2,2
20233,Battles,Mindat,2023,18,62
20233,Battles,Mohnyin,2023,21,67
20233,Battles,Monghsat,2023,0,0
20233,Battles,Mongmit,2023,0,0
20233,Battles,Monywa,2023,39,103
20233,Battles,Mrauk-U,2023,0,0
20233,Battles,Muse,2023,69,47
20233,Battles,Myaungmya,2023,0,0
20233,Battles,Myawaddy,2023,28,42
20233,Battles,Myeik,2023,25,30
20233,Battles,Myingyan,2023,11,16
20233,Battles,Myitkyina,2023,43,72
20233,Battles,Naga Self-Administered Zone,2023,1,3
20233,Battles,Nyaung-U,2023,2,7
20233,Battles,Oke Ta Ra,2023,1,0
20233,Battles,Pa-O Self-Administered Zone,2023,1,0
20233,Battles,Pa Laung Self-Administered Zone,2023,0,0
20233,Battles,Pakokku,2023,79,154
20233,Battles,Pathein,2023,1,0
20233,Battles,Puta-O,2023,1,12
20233,Battles,Pyapon,2023,1,1
20233,Battles,Pyay,2023,6,9
20233,Battles,Pyinoolwin,2023,45,106
20233,Battles,Sagaing,2023,25,86
20233,Battles,Shwebo,2023,54,166
20233,Battles,Sittwe,2023,2,4
20233,Battles,Tachileik,2023,0,0
20233,Battles,Tamu,2023,16,14
20233,Battles,Taunggyi,2023,13,20
20233,Battles,Taungoo,2023,26,78
20233,Battles,Thandwe,2023,0,0
20233,Battles,Thaton,2023,33,49
20233,Battles,Thayarwady,2023,15,42
20233,Battles,Thayet,2023,5,43
20233,Battles,Yamethin,2023,0,0
20233,Battles,Yangon (East),2023,2,1
20233,Battles,Yangon (North),2023,1,1
20233,Battles,Yangon (South),2023,1,2
20233,Battles,Yangon (West),2023,0,0
20233,Battles,Yinmarbin,2023,68,145
20233,Explosions/Remote violence,Bago,2023,39,10
20233,Explosions/Remote violence,Bawlake,2023,10,1
20233,Explosions/Remote violence,Bhamo,2023,32,8
20233,Explosions/Remote violence,Danu Self-Administered Zone,2023,0,0
20233,Explosions/Remote violence,Dawei,2023,9,16
20233,Explosions/Remote violence,Det Khi Na,2023,4,8
20233,Explosions/Remote violence,Falam,2023,5,1
20233,Explosions/Remote violence,Gangaw,2023,19,19
20233,Explosions/Remote violence,Hakha,2023,4,1
20233,Explosions/Remote violence,Hinthada,2023,0,0
20233,Explosions/Remote violence,Hkamti,2023,0,0
20233,Explosions/Remote violence,Hopang,2023,0,0
20233,Explosions/Remote violence,Hpa-An,2023,9,4
20233,Explosions/Remote violence,Hpapun,2023,5,5
20233,Explosions/Remote violence,Kale,2023,33,21
20233,Explosions/Remote violence,Kanbalu,2023,6,2
20233,Explosions/Remote violence,Katha,2023,13,8
20233,Explosions/Remote violence,Kawkareik,2023,27,18
20233,Explosions/Remote violence,Kawlin,2023,3,1
20233,Explosions/Remote violence,Kawthoung,2023,1,1
20233,Explosions/Remote violence,Kengtung,2023,0,0
20233,Explosions/Remote violence,Kokang Self-Administered Zone,2023,0,0
20233,Explosions/Remote violence,Kyaukme,2023,2,12
20233,Explosions/Remote violence,Kyaukpyu,2023,0,0
20233,Explosions/Remote violence,Kyaukse,2023,1,1
20233,Explosions/Remote violence,Labutta,2023,0,0
20233,Explosions/Remote violence,Langkho,2023,1,1
20233,Explosions/Remote violence,Lashio,2023,11,5
20233,Explosions/Remote violence,Loikaw,2023,17,6
20233,Explosions/Remote violence,Loilen,2023,2,3
20233,Explosions/Remote violence,Magway,2023,8,18
20233,Explosions/Remote violence,Mandalay,2023,9,0
20233,Explosions/Remote violence,Matman,2023,0,0
20233,Explosions/Remote violence,Matupi,2023,1,1
20233,Explosions/Remote violence,Maubin,2023,0,0
20233,Explosions/Remote violence,Maungdaw,2023,0,0
20233,Explosions/Remote violence,Mawlaik,2023,2,0
20233,Explosions/Remote violence,Mawlamyine,2023,9,7
20233,Explosions/Remote violence,Meiktila,2023,1,0
20233,Explosions/Remote violence,Minbu,2023,1,0
20233,Explosions/Remote violence,Mindat,2023,7,7
20233,Explosions/Remote violence,Mohnyin,2023,12,8
20233,Explosions/Remote violence,Monghsat,2023,0,0
20233,Explosions/Remote violence,Mongmit,2023,0,0
20233,Explosions/Remote violence,Monywa,2023,25,55
20233,Explosions/Remote violence,Mrauk-U,2023,0,0
20233,Explosions/Remote violence,Muse,2023,46,17
20233,Explosions/Remote violence,Myaungmya,2023,0,0
20233,Explosions/Remote violence,Myawaddy,2023,6,11
20233,Explosions/Remote violence,Myeik,2023,42,18
20233,Explosions/Remote violence,Myingyan,2023,11,34
20233,Explosions/Remote violence,Myitkyina,2023,19,1
20233,Explosions/Remote violence,Naga Self-Administered Zone,2023,0,0
20233,Explosions/Remote violence,Nyaung-U,2023,2,2
20233,Explosions/Remote violence,Oke Ta Ra,2023,0,0
20233,Explosions/Remote violence,Pa-O Self-Administered Zone,2023,0,0
20233,Explosions/Remote violence,Pa Laung Self-Administered Zone,2023,0,0
20233,Explosions/Remote violence,Pakokku,2023,59,41
20233,Explosions/Remote violence,Pathein,2023,0,0
20233,Explosions/Remote violence,Puta-O,2023,0,0
20233,Explosions/Remote violence,Pyapon,2023,0,0
20233,Explosions/Remote violence,Pyay,2023,2,0
20233,Explosions/Remote violence,Pyinoolwin,2023,42,37
20233,Explosions/Remote violence,Sagaing,2023,34,49
20233,Explosions/Remote violence,Shwebo,2023,56,51
20233,Explosions/Remote violence,Sittwe,2023,0,0
20233,Explosions/Remote violence,Tachileik,2023,0,0
20233,Explosions/Remote violence,Tamu,2023,4,2
20233,Explosions/Remote violence,Taunggyi,2023,6,1
20233,Explosions/Remote violence,Taungoo,2023,52,31
20233,Explosions/Remote violence,Thandwe,2023,0,0
20233,Explosions/Remote violence,Thaton,2023,41,18
20233,Explosions/Remote violence,Thayarwady,2023,4,4
20233,Explosions/Remote violence,Thayet,2023,2,8
20233,Explosions/Remote violence,Yamethin,2023,0,0
20233,Explosions/Remote violence,Yangon (East),2023,8,0
20233,Explosions/Remote violence,Yangon (North),2023,2,0
20233,Explosions/Remote violence,Yangon (South),2023,0,0
20233,Explosions/Remote violence,Yangon (West),2023,2,0
20233,Explosions/Remote violence,Yinmarbin,2023,42,33
20233,Protests,Bago,2023,1,0
20233,Protests,Bawlake,2023,0,0
20233,Protests,Bhamo,2023,0,0
20233,Protests,Danu Self-Administered Zone,2023,0,0
20233,Protests,Dawei,2023,31,0
20233,Protests,Det Khi Na,2023,0,0
20233,Protests,Falam,2023,0,0
20233,Protests,Gangaw,2023,1,0
20233,Protests,Hakha,2023,0,0
20233,Protests,Hinthada,2023,8,0
20233,Protests,Hkamti,2023,0,0
20233,Protests,Hopang,2023,0,0
20233,Protests,Hpa-An,2023,0,0
20233,Protests,Hpapun,2023,0,0
20233,Protests,Kale,2023,1,0
20233,Protests,Kanbalu,2023,0,0
20233,Protests,Katha,2023,0,0
20233,Protests,Kawkareik,2023,1,0
20233,Protests,Kawlin,2023,0,0
20233,Protests,Kawthoung,2023,0,0
20233,Protests,Kengtung,2023,0,0
20233,Protests,Kokang Self-Administered Zone,2023,0,0
20233,Protests,Kyaukme,2023,0,0
20233,Protests,Kyaukpyu,2023,0,0
20233,Protests,Kyaukse,2023,0,0
20233,Protests,Labutta,2023,0,0
20233,Protests,Langkho,2023,0,0
20233,Protests,Lashio,2023,0,0
20233,Protests,Loikaw,2023,0,0
20233,Protests,Loilen,2023,0,0
20233,Protests,Magway,2023,0,0
20233,Protests,Mandalay,2023,1,0
20233,Protests,Matman,2023,0,0
20233,Protests,Matupi,2023,0,0
20233,Protests,Maubin,2023,0,0
20233,Protests,Maungdaw,2023,0,0
20233,Protests,Mawlaik,2023,0,0
20233,Protests,Mawlamyine,2023,0,0
20233,Protests,Meiktila,2023,0,0
20233,Protests,Minbu,2023,0,0
20233,Protests,Mindat,2023,0,0
20233,Protests,Mohnyin,2023,2,0
20233,Protests,Monghsat,2023,0,0
